system_id,g_protein_family,source_replica,pdb_sha256,xtc_sha256,n_atoms,frame_count,frame_interval_ps,represented_span_ns,pdb_xtc_atom_counts_match,finite_coordinates,finite_monotonic_time,valid_periodic_box,atom_order_backbone_geometry,catastrophic_chain_break_absent,complex_separation_absent,coordinate_scatter_absent,full_frames_checked,release_action,full_frame_qc_status,component_scope,component_scope_authority,excluded_components,schema_version
Gs_8JPP,Gs,1,28d46f3a64b0115ffba65e585539db302ac78696a612caea39c8e4c9b0f764aa,444849c8a0b0ca9ecbb899ffda36531ceb4609d89f822fa54dfa5d2f68fe5244,16968,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_8KGK,Gs,1,5413d320138a31718a8a6b6f9fffa068d044e614ce33e2314f9975b7a3f5b92f,e583cd3d96f6769eb221cbec0ddb3fcfac262361d5b317276c79d3d0fd1b7601,17646,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_8KH5,Gs,1,3aff9a817cf2e475c55e9655bac850c504e1fae64705346c8985cc2c1b4232a7,4fb01d95e2264cd2b0bb49a1d72891ffbde684a02aacdb361a85381ec43680ba,17099,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_8SMV,Gs,1,997b2f89d48da73c67dd4a72ba8c87932841e5cedc6f0673570352da14a2a2a0,726bc454ae26b94ea5d697bc08ecad304b5696d96b40e95f4fbbd4120f2c09d9,17902,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_8U8F,Gs,1,992e3a7c884302ed04dc0362f935a63117f26ae881f6ce94f42dff302876e051,0015fe7ae6ca6b7a6f5947fb359846ca5b5f9c86e8fe20c41e9b834f82ce0716,16776,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_8W87,Gs,1,af373e9c83d953c71092ba369f93f38ff40e0a00c6fb3fb304247807fb7b3322,9270babed259cb3baa7d1266ca2072647508c8d58e471b4e0b3a2cdef074caa3,16607,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_8W8Q,Gs,1,c4e5b9e2dd4ddae8b38f025c80673030d9c4876debb20a058d1639f64b3875b5,dd80fa763a04f8351a70350e57ba8695a5af212c6232162da76e30a25e10bc14,19766,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_8WJX,Gs,1,0bd0a7d9a652f2c45148ce818dc934b881e758b32a62cae87d9fc914ba9e3dc7,9a7ba8e71755d94e58125725feb749d05e1be6387d66b26bef6ead62fd4fc3c8,16624,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_8X79,Gs,1,55c7ea9c17ce587ce6fb1b429abaa354c5e109fe81417dd5d7a9b5ebc8b92ac0,9bffc8ee860107fb7ff2fba519bd9f61fb3ccacce2dc7ee6a7705ed540c75b73,17237,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_8XVI,Gs,1,a642fe6dfc6f53f37d8b1252cbe671480139373d18d71572a4dbd7d82285a56b,a8961a7027cf09fb083a74d2152f0fe17ebcd9efed817b19745937aeec71a45c,18239,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_8YN2,Gs,1,f2940593576700fd1e1d4ee541dfe186a4c80206398ec0d29a46445e7499bb5f,99bfba943edcf9b9275777f4553ff1d131d6db894bfa6a2be1694c2554f8dca5,17362,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_8YUT,Gs,1,fbc1fe71042f19383881437dc90e1be726fc62de8bced3e03a355488d85a8f3d,2539a7bf41945c9c478f79d249c0d7f73e82a3c17fb54f751dd61009786655dc,16644,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_8YUV,Gs,1,4c571a8de08422acabd78999c23e4e68670299e887e4256ed982eb00221f0b7a,5b0cd974a31260b15c744f331f42c6054f4a7763e960f0b26f063e1a1b833271,17869,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_9BLC,Gs,1,a5ad51a54308035c12ccb27fecf1707bb32923d6fc68b35d5159bca3914101ba,9ba32c403711263680b8448a7bfbba33d32c94ba81049bfa2b1246c8e1a550e0,19009,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
